State,class
"s,S+s,s+s,s+s,s+S*s*S,S*s+s+B*s+s,S*s+s+s+B,S+s+s*s+B+S*s*S+s+s+S*r+s,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"s+s+B+s,S*S,S*S,S+a+R,S,R.r,R,s,R+R,S+s,R+S,S+s+s*s+s*s+B+s+S*S+S*s+s*s+s+",Botnet-TCP-Attempt-SPAM
s*s*s*S+,Botnet-TCP-Attempt-SPAM
s*s*s*S+,Botnet-TCP-Attempt-SPAM
"s+s+s+s*s+S,s+s+s,S*s+s*s+r*s*S,B,s+S*S+s,S+S,S+R,s+",Botnet-TCP-Attempt-SPAM
S+S*B*B*s*,Botnet-TCP-Attempt-SPAM
s*B*s*s*S+,Botnet-TCP-Attempt-SPAM
"s+s+s+S*S+B+B+B+B+B+S*s+S*S+S*S,s+s,s+S*s+s,s+s+s+B+",Botnet-TCP-Attempt-SPAM
Y*y*,Botnet-TCP-Established-HTTP-Ad
"S*s*S+B+S*R+b+S*s+s*r*R,r+S*S+s+S*s+s+",Botnet-TCP-Attempt-SPAM
S*s*s+S*s0S+s*s+,Botnet-TCP-Attempt-SPAM
"S*R,S*s+S*s+s*b*s*S+s+S*S,s+",Botnet-TCP-Attempt-SPAM
V+V*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
"R*R,r,r+R,a,",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
R0R+,Botnet-TCP-Attempt-SPAM
b*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
b*,Botnet-TCP-Attempt-SPAM
"r*s*S,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
B*s*s*,Botnet-TCP-Attempt-SPAM
"Y*Y,Y*Y+y+y*y*y*",Botnet-TCP-Established-HTTP-Ad
Y.Y*,Botnet-TCP-Established-HTTP-Ad
V*v*V*,Botnet-TCP-Attempt-SPAM
s*b*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
e*E*,Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
"V,v+s+Z*v*",Botnet-TCP-Attempt-SPAM
"V,v+s+Z*v*",Botnet-TCP-CC-HTTP-Not-Encrypted
y.,Botnet-TCP-Established-HTTP-Binary-Download
v*v*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*,Botnet-TCP-Attempt-SPAM
"Y*Y.X*X.x.x.x,g,x,x.G.x,X.X,G.A.r,r.R.R,r,R.r,r.X,x,x,X.X,X.R,R.x,r.Z*Z.Z*Y.",Botnet-TCP-Established-HTTP-Ad
"r*R,R+r*r+r*",Botnet-TCP-Attempt-SPAM
"Y+y,",Botnet-TCP-WEB-Established
i0,Botnet-TCP-Established
"y,Y.Y,y,Y.Y,y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
v*,Botnet-TCP-Attempt-SPAM
I*I+H*I+i+i*i*i*i*i*i+i*i*i*i*i*I+z*z*i*,Botnet-TCP-Established-HTTP-Ad
"R,r+R*R,r+A+",Botnet-TCP-Attempt-SPAM
R*r*R*,Botnet-TCP-Attempt-SPAM
h*y*y*Y+H+H+v*H*,Botnet-TCP-Established-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
"s+S,S*S+S*S,s+s+S,S*s*S,S*s+s,s+s+s,S*S+s,S*s*s+b+A+s+r+r,S*",Botnet-TCP-Attempt-SPAM
"S,s,s+r,r,b,A,R.R,R+s*R,R*S,s,S*S,S*s*S,S*s*S,B,s+s,s,S+s*S+s*s*S,s+s+s*",Botnet-TCP-Attempt-SPAM
y+V*H*H*,Botnet-TCP-Established-SPAM
"s+s+s,s,B+S*s+s*B*S,S*B*s+s*S,S*s*S,S*B*s+b+s*s+",Botnet-TCP-Attempt-SPAM
"s+s+s,s+s,B,S*s*S,S*B*s+S,s+s,S*B*S,S+S,B,S*R,r,S*S+s*s+s*s+s+B+s+B+",Botnet-TCP-Attempt-SPAM
Y+V*Y+,Botnet-TCP-Established-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
"s,s+B+s,S*B*s+s+r+s+S*s+s,s+B+A+s+B+s,R*s+b+s+s+S*s*S,S*S,s+S*s+",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
s*S+,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
A+R0,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"0Z,z+Z*Z.U*W.f.u.D.w.u.s.d.D.u.b.u.R.W.u.w.f.u.u.U,U.W,U.w.u.U,U.z.w.D.R.D.U.U.u.r.D.w.S.U,R.v.E.U,W.w.R.S.u.Z,W.w.r.b.f.u.d.D.S.W,U.u.R.r.d.W.w.I.Z,S.U.U.D.u.V,W.v.w.d.U.u.W.U,U.u.w.u.u.v.w.Z,U.u.u.W.U.w.r.U,U.U.u.W,W.u.u.u.W.w.U.W,U.R.U.U.U.u.w.U,U.r.v.U,U.U.W.D.F.w.U.W,U.s.s.z.z.v.R.R.w.V,U.r.U.W,W.U.U.d.w.U.u.u.u.U,U.w.W.U.w.W,U.B.U.W,U.F.V.w.s.u.W.u.U.U,U.U.U.U.U.u.D.W,U.U,W.w.R.d.w.a.w.w.W.W.B.R,U.r.u.U.R.u.D.U,W.u.u.u.u.S,S.u.w.v.B.u.u.V,W.w.w.Z.F.U.w.U,U.U.W.V.r.b.r.Z.u.Z,F,W.W,U.w.z.U.W.w.D.u.D.W.W.U.F.V,V.u.R.W.s.U,U.u.w.Z.W.W,V.w.S.D.u.A.W.w.D.U.U.z,W.S.D.U.U.U.w.W,U.u.u.U.w.U,Z.U.u.u.U.W,U.u.U.W.U.Z.w.v.U.u.u.W.u.s.w.w.s.R,R.U,R.u.R.v.w.U.U.d.w.w.w.U.U.W.W.u.U.w.s.V,S.d.r.s.u.F.w.R.R.d.v.r.v.u.w.U.W.u.U.V.w.U,Z.z.U.W,Z.U,U.u.v.u.w.v.u.W.w.I.u.Z,W.w.U.U,U.w.u.S,S.u.r.U.U.d.u.U.w.D.w.u.W.W.w.w.w.U,U.U,U.W.W.W,R.W.U.f.s.u.W.U.U.D.u.u.r.V,S.U.U.U,W.u.u.S,W.u.R.u.u.u.u.F.u.U.r.u.u.U,U.U,R.Z,U.u.w.U,R.u.W.f.r.u.U.V.d.F.w.e.U.U,S.U,W.V,R.R.D.Z.u.U.W.w,U.W.U.u.u.u.W.u.u.V,V.W,S.R,U.u.D.U.u.R,R.d.w.U,W.F.u.d.d.u.D.s.W.U,U.U,R.U,U.u.u.U.U.V,W.S.V.s.u.S.s.u.v.U,U.U,U.u.u.U.U.U,U.u.r.W.u.u.D.U,R.W,W.U,U.V,W.D.D.u.u.w.v.V,W.u.u.U.W.U.W.U,U.S.S.u.U.Z,U.U,S.u.w.U.S.U,U.U.u.s.b.u.u.U,u.w.U.u.R.D.u.S,s.w.U.U.U.U,W.U,U.u.F.u.u.V,U.U.R.r.F.v.U.w.b.u.r.U,R.U.U.U.R.u.D.u.U.U.U.U,U.U.u.U.U.A.r.U,W.u.W.U.U.F.B.r.s.u.u.w.r.S,V.U.W.W.u.U,U.U.r,U.U.W.W.U.V.w.u.D.v.F.u.U.U,R.U,U.U,W.u.U.U,W.U.U.s.s.d.r.R.d.u.F.s.s.U,R.U,U.r.w.S.S.U,W.R.r.U.W.V.B.u,W.U,W.w.u.W.U.V,S.w.U.D.u.u.u.U,U.r.R.U.W.U,U.s.s.W.U.U,U.u.u.R.u.R.U.D.d.U.U.U,u.v,V.V.R.U,R.u.u.w.u.U,R.u.w.U.S.u.B.r.R.U,W.U,R.W,U.r.u.r.u.a.u.u.r.U,R.w.r.U.R.V,V.s.S.U,U.u.U.U,V.u.u.S.U.u.r.u.w.U.R.U.U.u.U.U.W.U,W.U.U.U.u.U,U.s.u.S.u.v.W,U.u.r.U,U.w.u.W.u.u.R.U.u,W.u.U.u.D.U,V.w.U,R.u.U.R.R.u.U.R.D.U.s.r.U.W.u.U,U.R.v.V.S.s.U,U.D.f.V.w.S.U.U.V.v.U.U.u.u.s.U.U,W.R,R.S,u.S.A.u.s.u.w.u.u.u.u.w.W.W.v.U.s.s.S,S.W,U.U,W.U,U.U.W.u.A.d.v.D.u.u.u.u.U.r.u.W,R.w.W.U,U.U,Z.D.u.u.U.u.u.u.D.u.u.U,U.V,S.U,U.w.u.u.r.U,u.u.w.U.w.u.u.Z,U.U,U.U.w.u.w.u.u.u.V.r.u.D.U.U,U.u,V.V.U.F.v.s.r.R.u.f.U.U.D.u.d.U.U,R.U,R.u.u.u.w.u.r.S.r,W.U.r.W.U.u.u.W.v,S.U.v.w.R.U.e.V.u.r.U.u.U,U.U,U.U.u.U.s.U.W.u,f,U.U.w,R.U.w,U.w.w.W,U.w.r.u,U.U.U.U,U.U.u.U.U,f,U.u.R.u.U,U.W.d.R.W,R.U.u.u.U,W.w.U.W.D.u.R.u.R,u.U.U,U.u.v.u.s.U,V.w.r.U,R.r.U,u.b.s.U,U.U,U.w.d.r.u.u.F.D.u,W.W,U.u,R.w.u.u.w.U.U.V.V.U,u.w,W.W,W.U.U.u.u.w.u.U.D.A,w,U.u.R.w.U,W.S,W.U.U.S.R.u.u.U,S.U,W.U.W.v.s.r.A.R.u.U.U,e,S.u.u.D.D.u.u,W.u.u.U,U.W.V.U,U.U.U.U,u.S.b.U.U.U,U.D.r.r.U.u.U,U.u.D.u,U.u.u.U,U.u.U.u.u,S.u.U.U,u.u,u.u.v,V.u.u.U,U.U,u,R.U.u.U.V.u.u.U,U.u.u.v.s,D,U.R,U.u.u.s.U.u,U.V.u.R.u.V,V.D.D.U.u.u.u.U,U.U,U.u.u.U.u.U,u.E.r.v.r.U,u.u,U.D.U,u,u.U.U,R.r.R.U,U.A.U,U.s.U.u.U,U.r.a.R.u,u.S.R,r.R.U.u.U.U.r.R.r.d.U.U,s.B.S.v.s.U,U.u.R,u,u.U.U.u.U,U.u.u,U.u.u.U.U.u.u.u.U.d.U,U.U.U.U,U.S.D.u.U,U.D.R.S.U.S.U.B.R,u.R.U,S.u.U.S.U.u.S,V.s.V.v.V.u.u.u.e.U,D,D.U.R,u.S.D.s.V.u.U.s.R,R.a.r.u.U.V.S.s.U.s.u.U.u,d,u.u.u.V.u.B.U,U.R.u,U.v.s,u.u.r.D.v,S.V,u.u.D.u.U,U.R,U.D.u.D.U,u.u,u,U.U.U.u.U.U.R.U.U,u,U.D.D.U.u.s.s.D.U,V.r.u.U.U,u.u.u.U.E.u.u.S,S.u.S.U,U.U,R.u.D.r.D.u.U.u.u.U,u,u.D.u.R.U.U.S.S.S.U,U.U,U.U.u,R.r.R.e.U.u.V,v,U.u.u.u,U.S,U.u.u.s.r.R.U.u.U.r.u.u.U,u.u,U.V,u,U.D.u.U.u.U.R,z.u,u.u.U.U.U.u.u.R.U,U.D.U,U.U,u.R.u.u.U.R.R.u.R.U.u.U,U.s,S.U.r.d.U.U.U.u.D.u.U,u.U.U.U.S,S.u.U.U.U.V.u.u.u.V,V.u.U.S.S.u.U,U.S.s.u.u.S.S.U,U.U.v,d,U.R.U.u.U.U,U.R,R.u.R.u.v,u,R.r.u.U.U.U,D.V.u.s.u.u.U,R.U.U,U.u.S+U,R.",Botnet-UDP-Attempt-DNS
"0Z,z+Z*Z.U*W.f.u.D.w.u.s.d.D.u.b.u.R.W.u.w.f.u.u.U,U.W,U.w.u.U,U.z.w.D.R.D.U.U.u.r.D.w.S.U,R.v.E.U,W.w.R.S.u.Z,W.w.r.b.f.u.d.D.S.W,U.u.R.r.d.W.w.I.Z,S.U.U.D.u.V,W.v.w.d.U.u.W.U,U.u.w.u.u.v.w.Z,U.u.u.W.U.w.r.U,U.U.u.W,W.u.u.u.W.w.U.W,U.R.U.U.U.u.w.U,U.r.v.U,U.U.W.D.F.w.U.W,U.s.s.z.z.v.R.R.w.V,U.r.U.W,W.U.U.d.w.U.u.u.u.U,U.w.W.U.w.W,U.B.U.W,U.F.V.w.s.u.W.u.U.U,U.U.U.U.U.u.D.W,U.U,W.w.R.d.w.a.w.w.W.W.B.R,U.r.u.U.R.u.D.U,W.u.u.u.u.S,S.u.w.v.B.u.u.V,W.w.w.Z.F.U.w.U,U.U.W.V.r.b.r.Z.u.Z,F,W.W,U.w.z.U.W.w.D.u.D.W.W.U.F.V,V.u.R.W.s.U,U.u.w.Z.W.W,V.w.S.D.u.A.W.w.D.U.U.z,W.S.D.U.U.U.w.W,U.u.u.U.w.U,Z.U.u.u.U.W,U.u.U.W.U.Z.w.v.U.u.u.W.u.s.w.w.s.R,R.U,R.u.R.v.w.U.U.d.w.w.w.U.U.W.W.u.U.w.s.V,S.d.r.s.u.F.w.R.R.d.v.r.v.u.w.U.W.u.U.V.w.U,Z.z.U.W,Z.U,U.u.v.u.w.v.u.W.w.I.u.Z,W.w.U.U,U.w.u.S,S.u.r.U.U.d.u.U.w.D.w.u.W.W.w.w.w.U,U.U,U.W.W.W,R.W.U.f.s.u.W.U.U.D.u.u.r.V,S.U.U.U,W.u.u.S,W.u.R.u.u.u.u.F.u.U.r.u.u.U,U.U,R.Z,U.u.w.U,R.u.W.f.r.u.U.V.d.F.w.e.U.U,S.U,W.V,R.R.D.Z.u.U.W.w,U.W.U.u.u.u.W.u.u.V,V.W,S.R,U.u.D.U.u.R,R.d.w.U,W.F.u.d.d.u.D.s.W.U,U.U,R.U,U.u.u.U.U.V,W.S.V.s.u.S.s.u.v.U,U.U,U.u.u.U.U.U,U.u.r.W.u.u.D.U,R.W,W.U,U.V,W.D.D.u.u.w.v.V,W.u.u.U.W.U.W.U,U.S.S.u.U.Z,U.U,S.u.w.U.S.U,U.U.u.s.b.u.u.U,u.w.U.u.R.D.u.S,s.w.U.U.U.U,W.U,U.u.F.u.u.V,U.U.R.r.F.v.U.w.b.u.r.U,R.U.U.U.R.u.D.u.U.U.U.U,U.U.u.U.U.A.r.U,W.u.W.U.U.F.B.r.s.u.u.w.r.S,V.U.W.W.u.U,U.U.r,U.U.W.W.U.V.w.u.D.v.F.u.U.U,R.U,U.U,W.u.U.U,W.U.U.s.s.d.r.R.d.u.F.s.s.U,R.U,U.r.w.S.S.U,W.R.r.U.W.V.B.u,W.U,W.w.u.W.U.V,S.w.U.D.u.u.u.U,U.r.R.U.W.U,U.s.s.W.U.U,U.u.u.R.u.R.U.D.d.U.U.U,u.v,V.V.R.U,R.u.u.w.u.U,R.u.w.U.S.u.B.r.R.U,W.U,R.W,U.r.u.r.u.a.u.u.r.U,R.w.r.U.R.V,V.s.S.U,U.u.U.U,V.u.u.S.U.u.r.u.w.U.R.U.U.u.U.U.W.U,W.U.U.U.u.U,U.s.u.S.u.v.W,U.u.r.U,U.w.u.W.u.u.R.U.u,W.u.U.u.D.U,V.w.U,R.u.U.R.R.u.U.R.D.U.s.r.U.W.u.U,U.R.v.V.S.s.U,U.D.f.V.w.S.U.U.V.v.U.U.u.u.s.U.U,W.R,R.S,u.S.A.u.s.u.w.u.u.u.u.w.W.W.v.U.s.s.S,S.W,U.U,W.U,U.U.W.u.A.d.v.D.u.u.u.u.U.r.u.W,R.w.W.U,U.U,Z.D.u.u.U.u.u.u.D.u.u.U,U.V,S.U,U.w.u.u.r.U,u.u.w.U.w.u.u.Z,U.U,U.U.w.u.w.u.u.u.V.r.u.D.U.U,U.u,V.V.U.F.v.s.r.R.u.f.U.U.D.u.d.U.U,R.U,R.u.u.u.w.u.r.S.r,W.U.r.W.U.u.u.W.v,S.U.v.w.R.U.e.V.u.r.U.u.U,U.U,U.U.u.U.s.U.W.u,f,U.U.w,R.U.w,U.w.w.W,U.w.r.u,U.U.U.U,U.U.u.U.U,f,U.u.R.u.U,U.W.d.R.W,R.U.u.u.U,W.w.U.W.D.u.R.u.R,u.U.U,U.u.v.u.s.U,V.w.r.U,R.r.U,u.b.s.U,U.U,U.w.d.r.u.u.F.D.u,W.W,U.u,R.w.u.u.w.U.U.V.V.U,u.w,W.W,W.U.U.u.u.w.u.U.D.A,w,U.u.R.w.U,W.S,W.U.U.S.R.u.u.U,S.U,W.U.W.v.s.r.A.R.u.U.U,e,S.u.u.D.D.u.u,W.u.u.U,U.W.V.U,U.U.U.U,u.S.b.U.U.U,U.D.r.r.U.u.U,U.u.D.u,U.u.u.U,U.u.U.u.u,S.u.U.U,u.u,u.u.v,V.u.u.U,U.U,u,R.U.u.U.V.u.u.U,U.u.u.v.s,D,U.R,U.u.u.s.U.u,U.V.u.R.u.V,V.D.D.U.u.u.u.U,U.U,U.u.u.U.u.U,u.E.r.v.r.U,u.u,U.D.U,u,u.U.U,R.r.R.U,U.A.U,U.s.U.u.U,U.r.a.R.u,u.S.R,r.R.U.u.U.U.r.R.r.d.U.U,s.B.S.v.s.U,U.u.R,u,u.U.U.u.U,U.u.u,U.u.u.U.U.u.u.u.U.d.U,U.U.U.U,U.S.D.u.U,U.D.R.S.U.S.U.B.R,u.R.U,S.u.U.S.U.u.S,V.s.V.v.V.u.u.u.e.U,D,D.U.R,u.S.D.s.V.u.U.s.R,R.a.r.u.U.V.S.s.U.s.u.U.u,d,u.u.u.V.u.B.U,U.R.u,U.v.s,u.u.r.D.v,S.V,u.u.D.u.U,U.R,U.D.u.D.U,u.u,u,U.U.U.u.U.U.R.U.U,u,U.D.D.U.u.s.s.D.U,V.r.u.U.U,u.u.u.U.E.u.u.S,S.u.S.U,U.U,R.u.D.r.D.u.U.u.u.U,u,u.D.u.R.U.U.S.S.S.U,U.U,U.U.u,R.r.R.e.U.u.V,v,U.u.u.u,U.S,U.u.u.s.r.R.U.u.U.r.u.u.U,u.u,U.V,u,U.D.u.U.u.U.R,z.u,u.u.U.U.U.u.u.R.U,U.D.U,U.U,u.R.u.u.U.R.R.u.R.U.u.U,U.s,S.U.r.d.U.U.U.u.D.u.U,u.U.U.U.S,S.u.U.U.U.V.u.u.u.V,V.u.U.S.S.u.U,U.S.s.u.u.S.S.U,U.U.v,d,U.R.U.u.U.U,U.R,R.u.R.u.v,u,R.r.u.U.U.U,D.V.u.s.u.u.U,R.U.U,U.u.S+U,R.",Botnet-UDP-DNS
r.,Botnet-TCP-Attempt-SPAM
"y*H*Y.h.y.y,y,y,y,H,Y,Y.y,y,y,y,y,y,y,y,y,Y+Y,y,H,h,y,y,y,",Botnet-TCP-Established-SSL-Microsoft
S+R*s*,Botnet-TCP-Attempt-SPAM
"R,r,",Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
"r+R*R,S+R0R+R,",Botnet-TCP-Attempt-SPAM
"S,s+r*R*R,R*s+r+R,",Botnet-TCP-Attempt-SPAM
"F,f,I,E,z+w,w,F+w,H,z,F,w,f+w,v,z,F,F,w,w,v,I+w,f,w,w,v,I+w,w,F+w,y+y,Z+W,f,w,v,y+z*W,F,F,e,z+w,y,z+w,w,I+w,v+z,w,F,w+w,v+z,i,F,F,I,E,z+w,F,F+v+I+v,f,I+w,E,z,w,w,w+w,v+y,Z+W,F,w+v,z+w,F,w+v,y+z+W,F,w+v,w+w,F+v,z+w,w+F+z,y+Y,",Botnet-TCP-CC-HTTP-Not-Encrypted
"y,Y.Y,y,",Botnet-TCP-WEB-Established
A*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
R+s*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
v*s*,Botnet-TCP-Attempt-SPAM
V+,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
V0,Botnet-TCP-Attempt-SPAM
R.s.s.,Botnet-TCP-Attempt-SPAM
b*s*,Botnet-TCP-Attempt-SPAM
"z,",Botnet-TCP-WEB-Established-SSL
V0,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
i0,Botnet-UDP-Attempt
i0,Botnet-UDP-Custom-Encryption
s0,Botnet-TCP-Attempt-SPAM
i+,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
r*r*,Botnet-TCP-Attempt-SPAM
"s+s,s+B+S*b*B*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"Z+z,Z*I+I*z+z*z*z*z*I*h*Z,Z*z*z*H+z,z+",Botnet-TCP-Established-HTTP-Ad
I*Z.Z*y*r*z+H*z*z+Y*z*h*,Botnet-TCP-Established-HTTP-Ad
y+z+y+z+y*H*z*z+Y*H*z*z*i*z*z*,Botnet-TCP-Established-HTTP-Ad-yieldmanager
z*I*I+z*z*Z+z+a+z+z*z*,Botnet-TCP-Established-HTTP-Ad
y+z*z+z+y*z*y*y+y+y*y*y*,Botnet-TCP-Established-HTTP-Ad
H*z+z*z*z*z*i*,Botnet-TCP-Established-HTTP-Ad
Z.Z.z.y.Z*Y*y*,Botnet-TCP-WEB-Established
"s*S,",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"i+i+I+i+z,z+i+I+I+I+I+i+I+I+i+I+I+I+i+i+I+i+i+I+I+i+i+i+i+i+I+i+i+i+i+I+i+i+I+i+i+i+i+i+i+I+I+I+i+i+I+i+i+i+I+i+h+",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
"s,s+s+s*S,S*s+s*s*S+S*s*s*s*",Botnet-TCP-Attempt-SPAM
V0,Botnet-TCP-Attempt-SPAM
"s*S,r+A+",Botnet-TCP-Attempt-SPAM
"R,R0",Botnet-TCP-Attempt-SPAM
"y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
w+w+w+w+w+z+w+w+w+r+w*v*f*W+w+w+v+v+w+w+w+v+r+w+W*w*w*w*F*w+,Botnet-TCP-WEB-Established
"r,",Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
A*r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-CC-HTTP-Not-Encrypted
s*r*r*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"r*A*r*r*R,r,",Botnet-TCP-Attempt-SPAM
"R,R,s,S.R+R.S*",Botnet-TCP-Attempt-SPAM
"S,",Botnet-TCP-Attempt-SPAM
"S+s,S*B*s+s*b*",Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"S,S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
R*R*,Botnet-TCP-Attempt-SPAM
s+s+B+S*s*s+s+s*,Botnet-TCP-Attempt-SPAM
"s+b+s,S+s+s+s+s+s+s,s+S*s+",Botnet-TCP-Attempt-SPAM
"s,",Botnet-TCP-Attempt-SPAM
"s+s+B+s+s+s+s*s+s,s,S*s+s*s+b+s*S+",Botnet-TCP-Attempt-SPAM
"S*s+s*s+s+B*s+s+s*S,s+s+",Botnet-TCP-Attempt-SPAM
"s*s+s+B*s+s+s*S,s+s+",Botnet-TCP-Attempt-SPAM
"y.y.y.Y.Y.y.y.y.y.y.Y.Y.Y.y.y.y.y.y.Y.y.y.y.H.y.y.Y,Y.Y.H.Y.Y.y.Y,Y.",Botnet-TCP-WEB-Established
R*,Botnet-TCP-Attempt-SPAM
"s*S+S,S*b*s+s*B*",Botnet-TCP-Attempt-SPAM
"s*S,S*S*",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R+S*,Botnet-TCP-Attempt-SPAM
S*S+S*s*,Botnet-TCP-Attempt-SPAM
s*s*B*s*,Botnet-TCP-Attempt-SPAM
"s*S,",Botnet-TCP-Attempt-SPAM
s*s*s*,Botnet-TCP-Attempt-SPAM
"S*S,",Botnet-TCP-Attempt-SPAM
s*B*s+S.S.R*r+R*s*A*r+S*,Botnet-TCP-Attempt-SPAM
"r*R,S*",Botnet-TCP-Attempt-SPAM
A*R+,Botnet-TCP-Attempt-SPAM
r*r*,Botnet-TCP-Attempt-SPAM
R*r*,Botnet-TCP-Attempt-SPAM
"R,R*A*r*",Botnet-TCP-Attempt-SPAM
R*s*r*r*r*,Botnet-TCP-Attempt-SPAM
i*i+i*i*z*i*z+i*i*i*i+i*i+z*z*z*z*i+,Botnet-TCP-Established-HTTP-Ad
R.A.,Botnet-TCP-Attempt-SPAM
r*r*,Botnet-TCP-Attempt-SPAM
r*r*r*r*,Botnet-TCP-Attempt-SPAM
"y,Z+y+y,z+y+y,z+z,y,Y+y,y,Y+z+z,Y*Y,Z*Y,Z*Z+z,y+y+z,Z+y,I,Y+y+y+y+z,z+y+z,Z*Z+z+y+Y*Y+y+z+z+y+z,",Botnet-TCP-Established-HTTP-Ad
"s+s+s+s+B*B*s*s+s,S+S,S*s*",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"S,S*",Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
"Y0Y,H,",Botnet-TCP-HTTP-Google-Net-Established
Y.Y.,Botnet-TCP-HTTP-Google-Net-Established
"s,s+s+s*s+S,S+B+B+s+s+s+s+S*s+s+",Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
S+R*,Botnet-TCP-Attempt-SPAM
