State,class
i0,Botnet-TCP-Established
",y,y,Y.Y,y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S*s*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
I+I*i*z*i*z,Botnet-TCP-Established-HTTP-Ad
.R+r+R*R+r*,Botnet-TCP-Attempt-SPAM
"a*R,R*",Botnet-TCP-Attempt-SPAM
y*Y+,Botnet-TCP-Established-SPAM
R0,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
S+s*s*s*s+s,Botnet-TCP-Attempt-SPAM
".R+s+R,a,R.",Botnet-TCP-Attempt-SPAM
h+y*y*y0,Botnet-TCP-Established-SPAM
"+s+s+s*s+s,",Botnet-TCP-Attempt-SPAM
"+B,s+S,s,s,",Botnet-TCP-Attempt-SPAM
Y+h+Y*Y+y*,Botnet-TCP-Established-SPAM
",B,R*S+S*R+",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
a*r*,Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
s*S+s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"A,",Botnet-TCP-Attempt-SPAM
r.r.S.R.A.B,Botnet-TCP-Attempt-SPAM
"s,",Botnet-TCP-Attempt-SPAM
"A,r.",Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
R+R*,Botnet-TCP-Attempt-SPAM
"U.R.f.W.U,U",Botnet-UDP-Attempt-DNS
".u.U.U.U.U,",Botnet-UDP-DNS
"S0V,V*",Botnet-TCP-Attempt-SPAM
"H.y,y,y,y,y",Botnet-TCP-Established-SSL-Microsoft
A*r*r*,Botnet-TCP-Attempt-SPAM
"A,",Botnet-TCP-Attempt-SPAM
"s+R,S*",Botnet-TCP-Attempt-SPAM
",F+w,v+z,w+",Botnet-TCP-CC-HTTP-Not-Encrypted
"r*R,",Botnet-TCP-Attempt-SPAM
s*s*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
V+v*b*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"r,r,",Botnet-TCP-Attempt-SPAM
i0,Botnet-UDP-Attempt
i0,Botnet-UDP-Custom-Encryption
R*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
r*r*,Botnet-TCP-Attempt-SPAM
R0S*,Botnet-TCP-Attempt-SPAM
"r,",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r+Z,Z*",Botnet-TCP-WEB-Established
+z*y+I+I+z+,Botnet-TCP-Established-HTTP-Ad
"+Z.Z+Y*I*Y,",Botnet-TCP-Established-HTTP-Ad
y+z*y+z*z*i,Botnet-TCP-Established-HTTP-Ad-yieldmanager
Z+Z.Z.Z.Y0,Botnet-TCP-WEB-Established
+z*Z+z+z*z*,Botnet-TCP-Established-HTTP-Ad
".Z.Z,Z.z.Z*",Botnet-TCP-Established-HTTP-Adobe
"Y,Z+z+Y.Y+h",Botnet-TCP-Established-HTTP-Ad
"z.y.y,Z.z.R",Botnet-TCP-Established-HTTP-Ad
*z*z*i*z*z*,Botnet-TCP-Established-HTTP-Ad
Z*Y*,Botnet-TCP-WEB-Established
i+i+i+I+I+i,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S*S+,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
"r,R*S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"y,y,H,",Botnet-TCP-Established-HTTP-Binary-Download
"a,a,a,a,",Botnet-UDP-Attempt-DNS
w+w+w+w*f*f,Botnet-TCP-WEB-Established
V*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s+r+R*R+,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
r*r+,Botnet-TCP-Attempt-SPAM
"R+s*s*S,S*",Botnet-TCP-Attempt-SPAM
+B+s+s*s*s*,Botnet-TCP-Attempt-SPAM
S*s*S+s*,Botnet-TCP-Attempt-SPAM
R+r*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
r+,Botnet-TCP-Attempt-SPAM
R*r*,Botnet-TCP-Attempt-SPAM
r*R+,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"B,r,S*",Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
A+R0,Botnet-TCP-Attempt-SPAM
"*s+s+B+s,s,",Botnet-TCP-Attempt-SPAM
"S.S,s,S*",Botnet-TCP-Attempt-SPAM
"s+s*S,s,S+B",Botnet-TCP-Attempt-SPAM
"s+b+S,s,s,S",Botnet-TCP-Attempt-SPAM
"S,S+S,s,s+s",Botnet-TCP-Attempt-SPAM
",R+s*s*s*s*",Botnet-TCP-Attempt-SPAM
s*s*s+B+,Botnet-TCP-Attempt-SPAM
s*s+,Botnet-TCP-Attempt-SPAM
"+s,S*R+S*R+",Botnet-TCP-Attempt-SPAM
s*B*,Botnet-TCP-Attempt-SPAM
S*s*B*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
S+s*r*S+,Botnet-TCP-Attempt-SPAM
S*s*s*,Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
A+s*,Botnet-TCP-Attempt-SPAM
"R,R.B.r,R.S",Botnet-TCP-Attempt-SPAM
"R,R+A+R*r*",Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
R*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"R+r*R,R*A*s",Botnet-TCP-Attempt-SPAM
"A+B+r,s,R*r",Botnet-TCP-Attempt-SPAM
"R+s,S.R,r+b",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
i+i*i+i+i*z,Botnet-TCP-Established-HTTP-Ad
"R,s,",Botnet-TCP-Attempt-SPAM
"z.Z,y.",Botnet-TCP-WEB-Established
r+,Botnet-TCP-Attempt-SPAM
r+B+S*A*r+r,Botnet-TCP-Attempt-SPAM
"+z,z+y+z,z+",Botnet-TCP-Established-HTTP-Ad
*s*S+s+b+B+,Botnet-TCP-Attempt-SPAM
b+B+s*s+s*s,Botnet-TCP-Attempt-SPAM
"z,Z*Z.Z,Y.Y",Botnet-TCP-WEB-Established
"Y.H.Y,Y.Z,Z",Botnet-TCP-WEB-Established
Y.x.Y.Z.Y.Z,Botnet-TCP-WEB-Established-SSL
"Y,",Botnet-TCP-HTTP-Google-Net-Established
y.,Botnet-TCP-HTTP-Google-Net-Established
"*S,s,S*s*S,",Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
"A*A*S,",Botnet-TCP-Attempt-SPAM
"S,S*S*",Botnet-TCP-Attempt-SPAM
"s*S,S*",Botnet-TCP-Attempt-SPAM
"r,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"s0S,s+s,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*s*s*R.,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"R,r,",Botnet-TCP-Attempt-SPAM
r+S*A*r*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
"+s,s+s*s*s*",Botnet-TCP-Attempt-SPAM
+s*s+A+s*s*,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+c,Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"r,r,r+",Botnet-TCP-Attempt-SPAM
"*S,r,a,A,R+",Botnet-TCP-Attempt-SPAM
"+R,R*S+R*R,",Botnet-TCP-Attempt-SPAM
"s*S+R,R*A*",Botnet-TCP-Attempt-SPAM
"r*s*r*A*R,S",Botnet-TCP-Attempt-SPAM
"+r,R*R+r*r+",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r*s*S,",Botnet-TCP-Attempt-SPAM
"r,S*r*r*A*R",Botnet-TCP-Attempt-SPAM
s+B+s+S*B*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"Y,H,H,y,Y.Y",Botnet-TCP-Established-HTTP-Ad
H.Y.y.Y.Y.Y,Botnet-TCP-Established-HTTP-Ad-yieldmanager
"Y,y.Y*Y.",Botnet-TCP-Established-HTTP-Ad
Y*Y.,Botnet-TCP-Established-HTTP-Ad
"+Y,Y*Y.Y*Y,",Botnet-TCP-Established-HTTP-Ad
.Y.y.y.Y.Y*,Botnet-TCP-WEB-Established
y.y.H.H.Y*Y,Botnet-TCP-Established-HTTP-Ad
H.H.y.Y.Y*Y,Botnet-TCP-Established-HTTP-Ad
R.,Botnet-TCP-Attempt-SPAM
r+,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"r,B,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r,R.R.R,R.r",Botnet-TCP-Attempt-SPAM
R*r*R+,Botnet-TCP-Attempt-SPAM
r+R0,Botnet-TCP-Attempt-SPAM
"r,R,",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
*S+A+S*r*s+,Botnet-TCP-Attempt-SPAM
.v.v.e.e.v.,Botnet-TCP-Attempt-SPAM
s0s*,Botnet-TCP-Attempt-SPAM
"Y.Y,Y.Y,y,Y",Botnet-TCP-Established-HTTP-Ad
z+z+z+z+z+z,Botnet-TCP-Attempt-SPAM
i*i*z*Z+z*z,Botnet-TCP-Established-HTTP-Ad
",z,I,I,z,z,",Botnet-TCP-Attempt-SPAM
",H,y.y,I,H.",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
r0,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
".Y,Y.Y+Y,Y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S0s*,Botnet-TCP-Attempt-SPAM
S*s*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
s+S*r*s*,Botnet-TCP-Attempt-SPAM
y*,Botnet-TCP-CC-HTTP-Not-Encrypted
s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"+s+s,B,s+s*",Botnet-TCP-Attempt-SPAM
",S*s+S,s,s+",Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
"S+s+s+s,s+s",Botnet-TCP-Attempt-SPAM
S*S+s+s*,Botnet-TCP-Attempt-SPAM
s*S+b+s*,Botnet-TCP-Attempt-SPAM
R+r*R+r+r*R,Botnet-TCP-Attempt-SPAM
a+r*r*r+s*r,Botnet-TCP-Attempt-SPAM
"*r+r+a+r+R,",Botnet-TCP-Attempt-SPAM
"r*R,B,r+R*R",Botnet-TCP-Attempt-SPAM
r+R*s*S+,Botnet-TCP-Attempt-SPAM
y.H.,Botnet-TCP-Established-HTTP-Ad
y*,Botnet-TCP-Established-HTTP-Microsoft
"Y,y,H,h,H,H",Botnet-TCP-WEB-Established-SSL
",y,h,y,y.y.",Botnet-TCP-WEB-Established-SSL
",y,y,y,y.y,",Botnet-TCP-WEB-Established-SSL
R+R*A*,Botnet-TCP-Attempt-SPAM
"Y+Y.y,y,H,y",Botnet-TCP-WEB-Established
"r,r,r,",Botnet-TCP-Attempt-SPAM
Y0Y*y*y*Y+,Botnet-TCP-WEB-Established-SSL
Y+,Botnet-TCP-WEB-Established
Y*,Botnet-TCP-WEB-Established
"H*Y,Y*h*Y+",Botnet-TCP-WEB-Established-SSL
"Y+y,v+y+Y*Y",Botnet-TCP-WEB-Established-SSL
"Y,Y*h*",Botnet-TCP-WEB-Established
"y*Y,Y*",Botnet-TCP-Established-SSL-Microsoft
y*y*,Botnet-TCP-WEB-Established-SSL
Y*Y+y*,Botnet-TCP-WEB-Established
y+Y*Y0Y*,Botnet-TCP-WEB-Established-SSL
"y*y*Y,",Botnet-TCP-WEB-Established
Y*y*,Botnet-TCP-WEB-Established-SSL
"y+y*Y,Y*y*y",Botnet-TCP-WEB-Established-SSL
Y+,Botnet-TCP-WEB-Established
y*y*Y+Y*,Botnet-TCP-WEB-Established-SSL
y*y*Y+,Botnet-TCP-WEB-Established
+B+S.S+s+B+,Botnet-TCP-Attempt-SPAM
",S*S,s+s,s+",Botnet-TCP-Attempt-SPAM
"+s,s+s+S,S+",Botnet-TCP-Attempt-SPAM
",y,y+y,Y+Y,",Botnet-TCP-Established-SSL-Microsoft
"Y,",Botnet-TCP-WEB-Established-SSL
"Y,y,y,Y*Y,y",Botnet-TCP-Established-SSL-Microsoft
y*,Botnet-TCP-Established-HTTP-Microsoft
"Y,V*y*Y,y+y",Botnet-TCP-Established-SSL-Microsoft
+y+y+y*Y.y.,Botnet-TCP-WEB-Established-SSL
"y,H,y,H,y,y",Botnet-TCP-WEB-Established-SSL
"s+s,B,s,B,t",Botnet-TCP-Attempt-SPAM
".S,s+B+s+s+",Botnet-TCP-Attempt-SPAM
"s+S,B,S+S.S",Botnet-TCP-Attempt-SPAM
"H,H,H,h,y+",Botnet-TCP-WEB-Established-SSL
"y,h,y.y.h.h",Botnet-TCP-WEB-Established-SSL
"r+R*R.R+R,R",Botnet-TCP-Attempt-SPAM
"R,R*",Botnet-TCP-Attempt-SPAM
"s+S,s,s,S+S",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"S,r,",Botnet-TCP-Attempt-SPAM
"s,",Botnet-TCP-Attempt-SPAM
"+B+s,B,S*s+",Botnet-TCP-Attempt-SPAM
"+s,s+s+s+s+",Botnet-TCP-Attempt-SPAM
"S.S.r,s.r.A",Botnet-TCP-Attempt-SPAM
S*s*S+s+s+S,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
"*B*S,s+b+s+",Botnet-TCP-Attempt-SPAM
"s+s+s,s+s+s",Botnet-TCP-Attempt-SPAM
"y,h,y,Y*Y.Y",Botnet-TCP-Established-HTTP-Ad
R0,Botnet-TCP-Attempt-SPAM
s*s+,Botnet-TCP-Attempt-SPAM
"y,Z.",Botnet-TCP-WEB-Established
s*s*,Botnet-TCP-Attempt-SPAM
X*Z+,Botnet-TCP-Established-HTTP-Ad
Y0,Botnet-TCP-Established-HTTP-Ad
z0,Botnet-TCP-Established-HTTP-Ad
"Y,Z*",Botnet-TCP-Established-HTTP-Ad
"Z,z.z,z,Z.Z",Botnet-TCP-WEB-Established
z*Z+z*,Botnet-TCP-WEB-Established
"r,",Botnet-TCP-Attempt-SPAM
"Y,y,H,y,z,Z",Botnet-TCP-Established-HTTP-Ad
"r,",Botnet-TCP-Attempt-SPAM
s*B*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"R,R+R*s*r+r",Botnet-TCP-Attempt-SPAM
"R,R+R*",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
",S.Y.y.Y,s,",Botnet-TCP-WEB-Established
".Y.Y,Y.Y.y,",Botnet-TCP-WEB-Established
H.Y.Y.H.H.y,Botnet-TCP-WEB-Established
",I,z,z,I,Y*",Botnet-TCP-WEB-Established
"*S,s+s+s+B+",Botnet-TCP-Attempt-SPAM
"R,R*a*S+R*R",Botnet-TCP-Attempt-SPAM
"+Z,z,Z.X+Z,",Botnet-TCP-HTTP-Google-Net-Established
z+Y*z*z*h+h,Botnet-TCP-Established-HTTP-Ad
*z*Y+Y*Z+i+,Botnet-TCP-Established-HTTP-Ad
*g*z+x+x+x+,Botnet-TCP-HTTP-Google-Net-Established
Z.Z.Z.,Botnet-TCP-WEB-Established-SSL
R*R0,Botnet-TCP-Attempt-SPAM
".S+R.R+R.S,",Botnet-TCP-Attempt-SPAM
S+s*,Botnet-TCP-Attempt-SPAM
"+s+s+s*S,S*",Botnet-TCP-Attempt-SPAM
"b+B,B+s,B+s",Botnet-TCP-Attempt-SPAM
*s*S+B+s+B+,Botnet-TCP-Attempt-SPAM
s+S*B*s+B+s,Botnet-TCP-Attempt-SPAM
"s,s+s*s+s+s",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s+s+S*s*s*s,Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s+S*b*s*s*B,Botnet-TCP-Attempt-SPAM
y+y+h*h*y*,Botnet-TCP-Established-HTTP-Ad
Y*,Botnet-TCP-WEB-Established
S*r*S+,Botnet-TCP-Attempt-SPAM
r*R.,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
Z.,Botnet-TCP-WEB-Established
R*,Botnet-TCP-Attempt-SPAM
"r,S*R,r+R*r",Botnet-TCP-Attempt-SPAM
"r*r+R,R+R*",Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
"R.R,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
A*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
"s+R*R,R*",Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
E*v*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S*B*,Botnet-TCP-Attempt-SPAM
"E,e,E,b,V*Y",Botnet-TCP-Attempt-SPAM
",e,e,E,e,E,",Botnet-TCP-CC-HTTP-Not-Encrypted
"R,",Botnet-TCP-Attempt-SPAM
"s*S,S*",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*B*,Botnet-TCP-Attempt-SPAM
+b+b+b+b+R.,Botnet-TCP-Attempt-SPAM
"*Z.Z*Y,Z*Y,",Botnet-TCP-Established-HTTP-Ad
"*r*R,r+r*R,",Botnet-TCP-Attempt-SPAM
"H,H,Y.Y,h,Y",Botnet-TCP-WEB-Established
i0,Botnet-TCP-Established
",Y.Y,y,y.Y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
s*s*s*,Botnet-TCP-Attempt-SPAM
V*v*v*v*,Botnet-TCP-Attempt-SPAM
r0,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
*I+I*i*I+I*,Botnet-TCP-Established-HTTP-Ad
"*R,r,R*r*R,",Botnet-TCP-Attempt-SPAM
"s*R,R*r*",Botnet-TCP-Attempt-SPAM
Y+y*v*y*,Botnet-TCP-Established-SPAM
"+s*S,s+s+s*",Botnet-TCP-Attempt-SPAM
",s,S+B*B*s+",Botnet-TCP-Attempt-SPAM
y*,Botnet-TCP-Established-SPAM
+s+s+s+s+B+,Botnet-TCP-Attempt-SPAM
"R,r+r+b+r*r",Botnet-TCP-Attempt-SPAM
y*y*y*Y+,Botnet-TCP-Established-SPAM
"s+s+s,s+s+s",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S*s*,Botnet-TCP-Attempt-SPAM
S*s*,Botnet-TCP-Attempt-SPAM
"R,R*A*A*r*",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"s*R,",Botnet-TCP-Attempt-SPAM
",R.R.R,s.r.",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"R*R,S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"r,r.r.",Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
",z,I,Z*Z*i*",Botnet-UDP-Attempt-DNS
"I,Z*Z*i*Z,Z",Botnet-UDP-DNS
"R,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
",H,H,y,Y*y*",Botnet-TCP-Established-SSL-Microsoft
"R,R*",Botnet-TCP-Attempt-SPAM
"R.S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S.S.S.s.B.s,Botnet-TCP-Attempt-SPAM
"A+r*s+R,",Botnet-TCP-Attempt-SPAM
R0R+r+s+,Botnet-TCP-Attempt-SPAM
R+r*,Botnet-TCP-Attempt-SPAM
"+s+s+r,s,s,",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"z+w,F,F,e,z",Botnet-TCP-CC-HTTP-Not-Encrypted
"S,S.s.r,r.r",Botnet-TCP-Attempt-SPAM
",Y.H.y.Y,y,",Botnet-TCP-WEB-Established
R*r*A*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
r*s*s*,Botnet-TCP-Attempt-SPAM
r*r*A*,Botnet-TCP-Attempt-SPAM
s.Y+Y.y.y.Y,Botnet-TCP-Established-HTTP-Ad
s*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
B*v*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"s,s,R*",Botnet-TCP-Attempt-SPAM
"z,",Botnet-TCP-WEB-Established-SSL
i0,Botnet-UDP-Attempt
i0,Botnet-UDP-Custom-Encryption
r.,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
R+s+A+,Botnet-TCP-Attempt-SPAM
"R,S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
z*z*I*,Botnet-TCP-Established-HTTP-Ad
"+Y.V,R*Y.Z.",Botnet-TCP-Established-HTTP-Ad
z*Z+,Botnet-TCP-Established-HTTP-Ad
"+Y*Z+z+z+z,",Botnet-TCP-Attempt-SPAM
"z,Z*Z+z,z+y",Botnet-TCP-Established-HTTP-Ad-yieldmanager
Z*z*z*z+z*,Botnet-TCP-WEB-Established
Z+,Botnet-TCP-Established-HTTP-Adobe
",Z*Z+Y.Z+y*",Botnet-TCP-Established-HTTP-Ad
.R*Y.v.Y*Z.,Botnet-TCP-Established-HTTP-Ad
z+I*z*z*z*i,Botnet-TCP-Established-HTTP-Ad
Z*Z*z*z*z*,Botnet-TCP-WEB-Established
s*,Botnet-TCP-Attempt-SPAM
I+I+I+i+I+i,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
"S,",Botnet-TCP-Attempt-SPAM
S.R*,Botnet-TCP-Attempt-SPAM
r*R+,Botnet-TCP-Attempt-SPAM
"y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
"r,",Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
A.,Botnet-TCP-Attempt-SPAM
"Y,",Botnet-TCP-CC-HTTP-Not-Encrypted
"S,r,r.S,",Botnet-TCP-Attempt-SPAM
"s+s,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
",s,s,A,A,R.",Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
Y0Y*,Botnet-TCP-CC-HTTP-Not-Encrypted
s*,Botnet-TCP-Attempt-SPAM
"r,S.",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S*B*,Botnet-TCP-Attempt-SPAM
"r*R,r,r,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
s*r*r*,Botnet-TCP-Attempt-SPAM
"R+r,R*R,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
",r+r+r*R+R*",Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
R+r*,Botnet-TCP-Attempt-SPAM
r*a*,Botnet-TCP-Attempt-SPAM
*A*A*r*s*r*,Botnet-TCP-Attempt-SPAM
r*r*r+R*,Botnet-TCP-Attempt-SPAM
r+S*s*r*,Botnet-TCP-Attempt-SPAM
"R.S.S.S,",Botnet-TCP-Attempt-SPAM
"s*R,S.S,S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"R.S*R,",Botnet-TCP-Attempt-SPAM
A*r*s*,Botnet-TCP-Attempt-SPAM
Y.H.y.Y.y.y,Botnet-TCP-WEB-Established
"R,",Botnet-TCP-Attempt-SPAM
r+r+r+R*R+s,Botnet-TCP-Attempt-SPAM
S+A+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
r*r*,Botnet-TCP-Attempt-SPAM
"r*R,R*r*s*r",Botnet-TCP-Attempt-SPAM
B*A*A*s*,Botnet-TCP-Attempt-SPAM
A*r*s*r*r+S,Botnet-TCP-Attempt-SPAM
A*R+r+S*s*,Botnet-TCP-Attempt-SPAM
A*R+,Botnet-TCP-Attempt-SPAM
r*r*,Botnet-TCP-Attempt-SPAM
r*A*R+R*A*,Botnet-TCP-Attempt-SPAM
+i+i+i*i*i*,Botnet-TCP-Established-HTTP-Ad
"r,",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
R*R+r*r*r+r,Botnet-TCP-Attempt-SPAM
"Y+Z,Y+z*Z,I",Botnet-TCP-Established-HTTP-Ad
"R.Y.Y.X,A,x",Botnet-TCP-HTTP-Google-Net-Established
A*s*r*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
